cosine_score,mass_difference,node1,node2
0.9253,104.047,48870_pos,51015_pos
0.9835,44.026,50972_pos,51015_pos
0.9655,60.021,48926_pos,51015_pos
0.927,0,40651_pos,46811_pos
1,0,23380_pos,23380_pos
1,0,19155_pos,19155_pos
0.9188,-0.036,42698_pos,43179_pos
0.8982,-14.016,43179_pos,45092_pos
0.8692,-393.315,48141_pos,49040_pos
0.8583,17.026,49040_pos,55428_pos
0.8641,61.053,49040_pos,55437_pos
0.8788,-11.006,46485_pos,49040_pos
0.9436,-14.016,42669_pos,44826_pos
1,0,33757_pos,33757_pos
1,0,54926_pos,54926_pos
0.9777,-88.052,15431_pos,17364_pos
0.9751,-17.026,15179_pos,15431_pos
0.9825,-61.053,14167_pos,15431_pos
0.9792,-44.026,15431_pos,17586_pos
0.9772,-88.052,15339_pos,15431_pos
0.9474,-14.018,8151_pos,9720_pos
1,0,45442_pos,45442_pos
1,0,15880_pos,15880_pos
0.906,-30.047,12424_pos,16113_pos
0.891,88.052,47701_pos,47902_pos
1,0,18411_pos,18411_pos
1,0,26209_pos,26209_pos
1,0,33822_pos,33822_pos
1,0,21638_pos,21638_pos
0.9626,0,54181_pos,54499_pos
0.9279,-0.001,54181_pos,54966_pos
0.9534,44.026,53629_pos,54456_pos
0.9489,88.052,53542_pos,54456_pos
1,0,5395_pos,5395_pos
0.8715,1.004,3179_pos,3231_pos
0.9411,-28.03,3167_pos,3231_pos
0.9211,-88.056,3231_pos,5209_pos
0.945,-44.029,3231_pos,4132_pos
0.901,-14.016,12023_pos,17593_pos
1,0,8022_pos,8022_pos
0.8857,0,40006_pos,47382_pos
0.8794,0,39101_pos,40006_pos
0.8643,0,40006_pos,51231_pos
0.9419,0,40006_pos,40947_pos
0.9832,0,40006_pos,42101_pos
0.9818,-88.052,14774_pos,20581_pos
0.9508,-308.184,14774_pos,23738_pos
0.9526,-264.158,14774_pos,23169_pos
0.9706,-132.08,14774_pos,19330_pos
0.9815,-88.053,14774_pos,17658_pos
0.9564,-220.132,14774_pos,19633_pos
0.9661,-176.105,14774_pos,20978_pos
0.793,42.047,34449_pos,38807_pos
0.7824,-14.052,26392_pos,34449_pos
0.8794,0,7416_pos,9687_pos
1,0,33944_pos,33944_pos
0.8795,-14.016,14667_pos,19478_pos
1,0,50094_pos,50094_pos
0.8979,-42.01,37388_pos,44630_pos
0.9826,0,37388_pos,40289_pos
0.9876,0,37388_pos,38923_pos
0.8951,-146.094,51402_pos,51506_pos
0.9094,-58.042,51268_pos,51506_pos
0.9188,44.026,51391_pos,51506_pos
0.9272,-28.031,50569_pos,51506_pos
0.921,30.011,51055_pos,51506_pos
0.905,-102.068,51506_pos,51595_pos
0.9168,-116.083,50968_pos,51506_pos
0.9012,-83.019,4011_pos,27532_pos
0.8995,-83.025,4076_pos,27532_pos
0.8812,-79.031,2495_pos,27532_pos
1,0,3746_pos,3746_pos
0.9495,0,25702_pos,27924_pos
0.7256,170.007,12355_pos,49561_pos
1,0,10062_pos,10062_pos
0.9135,96.148,22192_pos,24135_pos
0.9291,81.955,22192_pos,48783_pos
0.9371,132.078,22192_pos,24690_pos
0.9091,71.026,22192_pos,25021_pos
0.9287,52.122,22192_pos,24534_pos
0.9124,7.918,22192_pos,47899_pos
0.9187,44.027,22192_pos,22820_pos
0.9457,-88.053,21453_pos,22192_pos
0.9368,125.982,22192_pos,48853_pos
1,0,52769_pos,52769_pos
0.7661,0,44017_pos,45045_pos
1,0,20203_pos,20203_pos
1,0,6249_pos,6249_pos
0.7837,18.01,8777_pos,30828_pos
0.7797,18.01,8777_pos,23595_pos
1,0,10225_pos,10225_pos
0.8559,-44.026,11348_pos,12488_pos
0.8637,-17.027,11348_pos,12015_pos
0.8723,44.027,48426_pos,53664_pos
0.8912,44.026,48426_pos,54822_pos
0.8712,44.027,48426_pos,53222_pos
0.8706,44.026,48426_pos,48503_pos
0.8587,-58.042,48426_pos,49156_pos
0.9092,88.052,48233_pos,48426_pos
0.9091,44.026,48304_pos,48426_pos
1,0,7172_pos,7172_pos
0.7434,-143.974,2606_pos,11903_pos
0.9453,0,2606_pos,12085_pos
1,0,781_pos,781_pos
1,0,51373_pos,51373_pos
0.9554,-88.053,52566_pos,53184_pos
0.9497,-58.042,45386_pos,53184_pos
0.9612,44.026,53184_pos,53629_pos
0.9598,0,53184_pos,53542_pos
0.9592,44.026,53184_pos,54406_pos
0.9529,0,52683_pos,53184_pos
0.957,88.053,53184_pos,53192_pos
1,0,19613_pos,19613_pos
0.8962,-0.005,4500_pos,5170_pos
0.7395,14.016,4500_pos,6842_pos
0.9158,0,48034_pos,54925_pos
0.9442,0,45989_pos,48034_pos
0.9308,0,44843_pos,48034_pos
0.9173,0,48034_pos,49320_pos
0.8829,0,34776_pos,40366_pos
0.8908,0,33112_pos,34776_pos
0.9287,0,34776_pos,35986_pos
0.8828,0,34776_pos,37281_pos
0.8841,386.231,33969_pos,34776_pos
0.8816,-17.987,34776_pos,37070_pos
1,0,25380_pos,25380_pos
0.9275,0,33836_pos,37653_pos
0.9754,0,33836_pos,37075_pos
1,0,40446_pos,40446_pos
0.8904,17.027,2265_pos,2328_pos
1,0,52234_pos,52234_pos
0.9286,-14.016,12604_pos,21327_pos
0.8702,-12,13079_pos,21327_pos
0.9707,-44.026,5519_pos,6445_pos
0.9648,-44.026,6445_pos,6910_pos
0.9732,-88.052,6445_pos,8628_pos
0.969,-58.042,3788_pos,6445_pos
0.9683,30.011,4967_pos,6445_pos
0.9771,-14.016,3882_pos,6445_pos
0.9719,-30.01,6445_pos,7031_pos
0.9642,-118.063,6445_pos,8114_pos
0.9692,-14.016,6044_pos,6445_pos
0.9621,-32.026,4504_pos,6445_pos
1,0,2920_pos,2920_pos
0.7212,2.016,47790_pos,48344_pos
0.9274,0,21166_pos,25855_pos
0.9064,-0.036,21166_pos,23132_pos
1,0,39577_pos,39577_pos
0.9067,-14.016,22685_pos,45837_pos
0.9043,-14.016,42029_pos,45837_pos
0.901,-14.016,25429_pos,45837_pos
0.9628,-88.052,28519_pos,30389_pos
0.9702,-44.026,29156_pos,30389_pos
0.7547,-30.047,47275_pos,47359_pos
0.8293,13.979,47340_pos,47359_pos
1,0,51842_pos,51842_pos
1,0,5282_pos,5282_pos
0.8185,45.058,43674_pos,45017_pos
0.7013,45.021,43674_pos,44734_pos
0.8821,-56.062,46452_pos,50127_pos
0.9556,0,46452_pos,50152_pos
0.876,-58.078,46452_pos,52029_pos
0.9573,0,46452_pos,48411_pos
0.8868,-56.062,46452_pos,51383_pos
0.8844,17.027,46452_pos,50125_pos
1,0,45062_pos,45062_pos
0.8911,-58.042,37691_pos,40367_pos
0.936,-102.068,50760_pos,51055_pos
0.9358,44.026,50569_pos,50760_pos
0.9302,-58.042,50760_pos,51142_pos
0.9433,-116.083,50760_pos,51391_pos
0.9125,-174.125,50760_pos,51595_pos
0.9285,44.026,50760_pos,50968_pos
0.8349,0.001,3660_pos,7079_pos
0.8817,3.995,1018_pos,7079_pos
1,0,25553_pos,25553_pos
1,0,488_pos,488_pos
0.9477,-0.003,491_pos,877_pos
0.7088,-160.105,25162_pos,27306_pos
1,0,55192_pos,55192_pos
1,0,8108_pos,8108_pos
0.8811,0,15096_pos,17154_pos
0.8638,-28.031,17154_pos,28577_pos
0.9633,0,25152_pos,26557_pos
1,0,32642_pos,32642_pos
1,0,55215_pos,55215_pos
1,0,48457_pos,48457_pos
1,0,32486_pos,32486_pos
1,0,41345_pos,41345_pos
1,0,5842_pos,5842_pos
1,0,55424_pos,55424_pos
1,0,17610_pos,17610_pos
0.8898,-0.002,6122_pos,6768_pos
0.8363,48,1430_pos,6768_pos
1,0,14639_pos,14639_pos
1,0,6192_pos,6192_pos
1,0,46641_pos,46641_pos
0.8239,0.113,5121_pos,5212_pos
0.8055,50.012,32891_pos,36772_pos
1,0,50054_pos,50054_pos
1,0,10226_pos,10226_pos
1,0,40079_pos,40079_pos
1,0,1627_pos,1627_pos
0.9237,-61.053,3090_pos,4272_pos
0.9413,-17.027,4239_pos,4272_pos
0.9168,-44.026,3246_pos,4272_pos
0.937,28.031,3915_pos,4272_pos
1,0,20588_pos,20588_pos
1,0,21892_pos,21892_pos
0.8817,-14.016,8642_pos,31948_pos
0.8266,15.995,8642_pos,11034_pos
0.7556,18.01,8454_pos,8642_pos
0.9277,0,8642_pos,20211_pos
0.7077,-16.979,2020_pos,8642_pos
0.7627,0,8642_pos,16160_pos
0.7948,0,8642_pos,11048_pos
0.7093,1.979,8642_pos,13455_pos
0.9078,-14.016,8642_pos,15979_pos
0.8647,0,877_pos,22917_pos
0.9373,-88.053,4376_pos,6280_pos
0.9104,-88.052,6280_pos,8669_pos
0.8934,17.027,6280_pos,6703_pos
0.8955,-15.995,5304_pos,6280_pos
0.9402,-105.079,4368_pos,6280_pos
0.9365,-61.053,5386_pos,6280_pos
0.8966,61.053,6280_pos,6573_pos
0.9167,-60.021,4351_pos,6280_pos
0.9598,-44.026,6280_pos,7176_pos
0.7783,-58.043,4031_pos,6446_pos
0.7032,-160.147,4031_pos,10861_pos
0.7986,-174.125,4031_pos,11038_pos
0.7124,-44.063,4031_pos,6219_pos
0.763,-102.105,4031_pos,8623_pos
0.8294,-116.084,4031_pos,8913_pos
1,0,45011_pos,45011_pos
1,0,32507_pos,32507_pos
1,0,5832_pos,5832_pos
1,0,25620_pos,25620_pos
1,0,21956_pos,21956_pos
1,0,13602_pos,13602_pos
0.9716,-44.026,31837_pos,32227_pos
0.9669,70.042,31812_pos,31837_pos
0.9593,-114.068,31837_pos,32704_pos
0.9576,-158.094,31837_pos,32441_pos
0.969,-26.016,31837_pos,32380_pos
0.9666,-62.037,30274_pos,31837_pos
0.9774,-18.011,30879_pos,31837_pos
0.9601,-106.063,29831_pos,31837_pos
0.9583,-88.052,31837_pos,32562_pos
0.9523,0,53661_pos,54410_pos
0.9603,0,52894_pos,53661_pos
0.9674,0,53661_pos,54026_pos
0.9191,44.026,53661_pos,54014_pos
0.9622,0,52639_pos,53661_pos
0.9523,0,53661_pos,54715_pos
1,0,18042_pos,18042_pos
0.8941,-76.05,17794_pos,31910_pos
0.9394,0.001,17794_pos,19125_pos
0.8905,-12.003,8490_pos,17794_pos
0.9123,0.002,17794_pos,29394_pos
0.8811,-76.05,17794_pos,33335_pos
0.9192,0.003,17794_pos,30214_pos
0.8933,-12.003,12032_pos,17794_pos
0.9239,0.005,20371_pos,21375_pos
0.9166,-58.042,51347_pos,51385_pos
0.9004,-116.084,51098_pos,51385_pos
0.7113,-14.016,43_pos,759_pos
0.7758,-13.979,759_pos,8124_pos
0.9753,-88.053,24760_pos,27210_pos
0.9791,-44.026,26037_pos,27210_pos
0.9747,-132.079,27210_pos,29156_pos
0.9765,-17.027,27210_pos,28490_pos
0.9798,44.026,26352_pos,27210_pos
0.9659,-88.052,27210_pos,28519_pos
0.968,61.053,26169_pos,27210_pos
0.9695,-27,26364_pos,27210_pos
0.9092,-177.138,4530_pos,7226_pos
0.9088,17.027,4488_pos,4530_pos
0.9245,-61.053,4530_pos,5597_pos
0.941,-44.026,3138_pos,4530_pos
0.8827,-1.003,4530_pos,4589_pos
0.9752,44.026,18775_pos,21710_pos
0.9562,-17.026,18214_pos,21710_pos
0.9742,-6.098,21710_pos,49414_pos
0.9641,37.928,21710_pos,49206_pos
0.9514,-132.078,21710_pos,24130_pos
0.9565,88.053,19351_pos,21710_pos
0.9837,-44.026,17581_pos,21710_pos
1,0.003,13541_pos,14172_pos
0.915,61.053,15904_pos,17196_pos
0.9093,44.026,15904_pos,17128_pos
1,0,18936_pos,18936_pos
1,0,45655_pos,45655_pos
1,0,21727_pos,21727_pos
1,0,24451_pos,24451_pos
0.846,-36.045,27817_pos,31854_pos
1,0,18884_pos,18884_pos
0.9228,0,15274_pos,22551_pos
0.9662,0,22551_pos,26672_pos
1,0,13061_pos,13061_pos
0.8596,15.995,2091_pos,4957_pos
0.8422,-42.047,2091_pos,7924_pos
0.8572,31.99,2091_pos,4396_pos
0.8835,-132.079,1118_pos,2091_pos
0.9235,-188.105,2091_pos,8997_pos
0.8722,74.037,2091_pos,2749_pos
0.8569,204.1,2091_pos,2785_pos
0.9399,-58.042,2091_pos,3927_pos
0.9641,-182.203,6976_pos,49599_pos
0.9536,-44.026,49517_pos,49599_pos
0.9585,44.026,49357_pos,49599_pos
0.8918,-14.016,1009_pos,3304_pos
0.8943,-14.016,3304_pos,3609_pos
0.7927,-0.001,53364_pos,54521_pos
0.8462,0,52546_pos,53364_pos
0.8199,-0.001,53364_pos,54041_pos
0.8288,0,52872_pos,53364_pos
1,0,4901_pos,4901_pos
0.9315,0,32689_pos,37993_pos
0.9224,0,36729_pos,37993_pos
0.7213,-30.01,5422_pos,7851_pos
0.7654,-165.031,5422_pos,45017_pos
0.9031,0,7842_pos,9232_pos
1,0,3962_pos,3962_pos
1,0,5340_pos,5340_pos
0.8957,44.025,52606_pos,54813_pos
0.9281,44.026,54811_pos,54813_pos
0.921,44.026,48816_pos,54813_pos
0.8956,44.026,54547_pos,54813_pos
0.8918,-72.058,54813_pos,55071_pos
0.8953,-28.031,54813_pos,55243_pos
0.9026,44.025,53285_pos,54813_pos
0.7261,0.004,19737_pos,20130_pos
0.7552,-14.02,18623_pos,19737_pos
0.8935,-14.015,17816_pos,19737_pos
0.9361,-0.001,50824_pos,55301_pos
0.9324,-12.036,50824_pos,52034_pos
0.9802,0,51109_pos,51537_pos
0.9365,74.019,51109_pos,54884_pos
0.9248,0,49872_pos,51109_pos
0.9586,0,51109_pos,51844_pos
0.9328,74.019,51109_pos,51273_pos
0.9358,74.019,51109_pos,54642_pos
0.9394,222.057,51109_pos,52039_pos
0.946,74.019,51109_pos,54370_pos
1,0,6457_pos,6457_pos
1,0,9636_pos,9636_pos
1,0,47351_pos,47351_pos
0.8186,0.986,32062_pos,32531_pos
0.8959,-88.052,17929_pos,23135_pos
0.8751,-132.079,15667_pos,17929_pos
0.8875,44.026,17929_pos,20908_pos
0.8968,0,17929_pos,21553_pos
0.8899,-44.026,17929_pos,22496_pos
0.8884,-88.053,16636_pos,17929_pos
1,0,9500_pos,9500_pos
0.8902,18.011,12107_pos,13852_pos
0.92,0,12107_pos,14292_pos
0.9227,-18.011,11413_pos,12107_pos
0.8707,-43.918,12107_pos,29588_pos
1,0,49732_pos,49732_pos
1,0,34431_pos,34431_pos
1,0,17224_pos,17224_pos
0.9742,-58.006,42869_pos,43546_pos
0.9724,-174.09,38401_pos,43546_pos
0.9516,-58.077,43546_pos,45798_pos
0.9523,-58.042,42600_pos,43546_pos
0.9629,-116.048,40690_pos,43546_pos
0.9694,-232.131,34996_pos,43546_pos
0.9731,-0.036,43546_pos,44511_pos
0.93,-0.001,52912_pos,54792_pos
0.9524,0,52912_pos,53494_pos
0.9263,0,52912_pos,54679_pos
0.9413,0,52912_pos,54018_pos
0.9479,0,52139_pos,52912_pos
0.9674,44.026,48848_pos,48964_pos
0.9556,88.053,48658_pos,48848_pos
0.9003,43.99,30033_pos,42142_pos
0.8823,-14.016,49552_pos,50293_pos
0.8202,32.026,31122_pos,40888_pos
1,0,7785_pos,7785_pos
1,0,41103_pos,41103_pos
1,0,47187_pos,47187_pos
1,0,23676_pos,23676_pos
1,0,37013_pos,37013_pos
0.8029,-48.988,1872_pos,24899_pos
0.7812,2.016,9634_pos,24899_pos
0.8625,18.01,41861_pos,42474_pos
0.7753,3.922,36902_pos,42474_pos
0.9726,-72.058,51732_pos,51738_pos
0.9729,60.021,51328_pos,51738_pos
0.9762,-88.052,51738_pos,51805_pos
0.9757,-44.026,51738_pos,51739_pos
0.9757,-44.026,51737_pos,51738_pos
1,0,3263_pos,3263_pos
0.899,-220.132,37658_pos,38067_pos
0.7871,-0.036,2663_pos,10130_pos
0.8193,0.036,2481_pos,2663_pos
0.8261,0,955_pos,2663_pos
0.7737,42.011,2544_pos,2663_pos
0.7199,-0.036,2663_pos,3447_pos
0.8217,-0.036,2663_pos,8390_pos
0.7611,-42.011,520_pos,2663_pos
0.7387,-358.791,223_pos,286_pos
0.7035,0,54480_pos,54740_pos
0.7797,0,53905_pos,54740_pos
0.8628,0,9640_pos,18070_pos
1,0,48424_pos,48424_pos
1,0,4997_pos,4997_pos
1,0,5933_pos,5933_pos
0.955,0,7958_pos,9128_pos
1,0,460_pos,460_pos
1,0,2718_pos,2718_pos
0.8581,-28.031,15188_pos,28605_pos
0.8344,103.063,15096_pos,15188_pos
0.8698,13.032,15188_pos,40947_pos
0.9499,0.007,36695_pos,37523_pos
0.9501,44.027,48473_pos,52895_pos
0.9447,0,48473_pos,55266_pos
0.9557,15.995,48473_pos,50742_pos
0.9489,44.027,48473_pos,53338_pos
0.9505,17.027,48473_pos,48504_pos
0.9646,88.052,48283_pos,48473_pos
0.9687,44.032,48473_pos,48713_pos
0.9745,44.025,48460_pos,48473_pos
0.8548,44.026,43798_pos,44132_pos
0.8605,120.042,22332_pos,44132_pos
0.8608,31.99,18748_pos,44132_pos
0.8979,88.052,43448_pos,44132_pos
0.92,-61.052,21443_pos,21987_pos
0.9249,-61.052,21443_pos,25572_pos
0.9344,0.002,21443_pos,25131_pos
0.9269,-105.079,21443_pos,26192_pos
0.9139,44.027,21443_pos,24586_pos
1,0,49114_pos,49114_pos
1,0,47960_pos,47960_pos
1,0,1132_pos,1132_pos
0.9681,-28.043,49100_pos,50927_pos
0.9804,44.039,48359_pos,49100_pos
0.9849,-44.014,48486_pos,49100_pos
0.9671,15.982,49100_pos,50976_pos
0.9762,88.04,49100_pos,55314_pos
0.9645,-105.067,48964_pos,49100_pos
0.9805,-88.04,48921_pos,49100_pos
0.971,60.005,49100_pos,51097_pos
1,0,20187_pos,20187_pos
0.9125,0,38477_pos,42909_pos
0.9074,0,40899_pos,42909_pos
0.9514,-132.079,19248_pos,21917_pos
0.9336,17.026,21917_pos,22157_pos
0.9231,15.995,19217_pos,21917_pos
0.9625,-44.026,21917_pos,21921_pos
0.9376,-61.053,21276_pos,21917_pos
0.9369,-28.031,17186_pos,21917_pos
0.9773,-44.026,21366_pos,21917_pos
0.9719,-88.053,19988_pos,21917_pos
0.8114,93.067,2366_pos,8366_pos
0.8997,0,8366_pos,10392_pos
0.8957,91.052,7725_pos,8366_pos
0.9027,-3,8366_pos,10018_pos
0.909,-23.016,2133_pos,8366_pos
0.8482,-41.026,8207_pos,8366_pos
1,0,16490_pos,16490_pos
1,0,10181_pos,10181_pos
1,0,44302_pos,44302_pos
1,0,49419_pos,49419_pos
0.9772,-88.053,11333_pos,13775_pos
0.978,0,10550_pos,11333_pos
0.9783,-88.053,8363_pos,11333_pos
0.9789,-44.026,9191_pos,11333_pos
1,0,10898_pos,10898_pos
1,0,33404_pos,33404_pos
1,0,24124_pos,24124_pos
1,0,18895_pos,18895_pos
0.7077,-42.047,21470_pos,40865_pos
0.7219,-40.032,21470_pos,41619_pos
0.7256,-14.015,21470_pos,27167_pos
0.913,-56.063,18748_pos,43448_pos
0.9238,-88.053,18748_pos,22332_pos
1,0,51412_pos,51412_pos
1,0,44943_pos,44943_pos
0.8905,-44.026,9651_pos,10580_pos
0.8853,-88.052,7964_pos,10580_pos
1,0,18806_pos,18806_pos
1,0,31647_pos,31647_pos
1,0,3979_pos,3979_pos
0.8552,27.995,49649_pos,50116_pos
0.8803,58.005,49822_pos,50116_pos
0.7903,0,6_pos,55520_pos
0.7874,15.995,7753_pos,15570_pos
0.7001,-14.016,5774_pos,7753_pos
0.728,16.006,7753_pos,14644_pos
0.7761,15.995,7753_pos,13455_pos
0.7673,15.991,7753_pos,14765_pos
1,0,52240_pos,52240_pos
0.8228,-0.001,52703_pos,55275_pos
0.8581,0,52703_pos,54109_pos
0.8699,0,52451_pos,52703_pos
0.8033,0,52703_pos,53905_pos
0.8858,0,52703_pos,53201_pos
0.8039,0.019,20267_pos,52703_pos
0.8738,0,27686_pos,40918_pos
1,0,34857_pos,34857_pos
0.9018,-17.027,3090_pos,3246_pos
0.8365,-15.995,2475_pos,3246_pos
0.8535,-61.053,2359_pos,3246_pos
0.8552,-88.053,3246_pos,3997_pos
0.9156,-72.058,3246_pos,3915_pos
0.9114,-27,3246_pos,4239_pos
0.9708,-88.053,13114_pos,15564_pos
0.9744,-44.026,13114_pos,18424_pos
0.9707,-88.053,13114_pos,18550_pos
0.9705,-71.026,13114_pos,15578_pos
0.9701,-176.106,13114_pos,16952_pos
0.7796,-44.026,34785_pos,34843_pos
1,0,24277_pos,24277_pos
1,0,12177_pos,12177_pos
1,0,42926_pos,42926_pos
0.9198,88.053,55428_pos,55432_pos
0.9297,-44.026,55432_pos,55437_pos
0.8806,-72.058,55432_pos,55434_pos
1,0,35715_pos,35715_pos
0.879,-44.026,41343_pos,41470_pos
0.7112,-88.053,41254_pos,41470_pos
1,0,31652_pos,31652_pos
1,0,1858_pos,1858_pos
1,0,3330_pos,3330_pos
0.8426,-28.031,36538_pos,37485_pos
0.9433,-58.041,34201_pos,37485_pos
0.9136,-174.125,24849_pos,37485_pos
0.8944,-14.016,36645_pos,37485_pos
0.9034,-114.104,26627_pos,37485_pos
0.9379,0,729_pos,1244_pos
0.8519,-26.016,1244_pos,1904_pos
1,0,7738_pos,7738_pos
0.8499,15.995,30663_pos,40990_pos
0.8852,0,40990_pos,41819_pos
0.92,436.338,14051_pos,14565_pos
0.9126,0,14051_pos,16827_pos
0.8786,0.086,46985_pos,50451_pos
0.8617,-0.037,17367_pos,21022_pos
0.912,0.001,15487_pos,17367_pos
0.8734,-0.037,17367_pos,17690_pos
0.8905,0.001,12857_pos,17367_pos
1,0,7291_pos,7291_pos
0.9597,0,38136_pos,39120_pos
0.8922,-14.016,32564_pos,38136_pos
1,0,12026_pos,12026_pos
1,0,36818_pos,36818_pos
1,0,2276_pos,2276_pos
0.8712,-14.016,15945_pos,22822_pos
0.8943,0,15945_pos,19615_pos
0.8213,-204.1,8059_pos,15945_pos
0.9116,0,15945_pos,21480_pos
0.8815,-14.016,15332_pos,15945_pos
0.8989,-14.015,15945_pos,25647_pos
0.8411,-14.016,12569_pos,15945_pos
1,0,43721_pos,43721_pos
0.8955,-246.147,7142_pos,20814_pos
0.9208,-130.063,12909_pos,20814_pos
0.9359,-58.042,17548_pos,20814_pos
0.9274,-116.083,13585_pos,20814_pos
0.9034,-174.126,10515_pos,20814_pos
1,0,16168_pos,16168_pos
1,0,49841_pos,49841_pos
0.8692,-44.063,49372_pos,50586_pos
0.8806,-116.084,50586_pos,51381_pos
0.8677,72.021,50566_pos,50586_pos
0.8999,-116.084,49226_pos,50586_pos
0.9501,0,53852_pos,54023_pos
0.951,-44.027,53852_pos,54036_pos
0.9481,88.053,53542_pos,53852_pos
0.9302,-56.026,1440_pos,2994_pos
0.8173,0,2034_pos,2994_pos
0.8682,2.016,2968_pos,2994_pos
0.8751,-58.042,1367_pos,2994_pos
0.8701,-58.042,2994_pos,5473_pos
0.8369,-58.042,713_pos,2994_pos
1,0,2947_pos,2947_pos
1,0,9411_pos,9411_pos
1,0,55331_pos,55331_pos
0.931,74.019,51844_pos,54884_pos
0.9627,0,51537_pos,51844_pos
0.9301,-74.019,51273_pos,51844_pos
0.9302,74.019,51844_pos,54642_pos
0.9263,222.057,51844_pos,52039_pos
0.9299,74.019,51844_pos,54370_pos
0.9277,0,49872_pos,51844_pos
0.7172,-44.062,48116_pos,49233_pos
0.7538,-58.042,48116_pos,49628_pos
0.7393,58.042,48116_pos,48322_pos
0.7336,13.98,48116_pos,48559_pos
0.8954,-44.026,4146_pos,6059_pos
0.8314,79.957,5996_pos,6059_pos
0.7937,-176.104,6059_pos,9112_pos
0.905,-44.026,6059_pos,6352_pos
0.8967,-44.026,6059_pos,7411_pos
1,0,4329_pos,4329_pos
0.8225,-2.015,1941_pos,2115_pos
0.9241,0,26279_pos,28508_pos
1,0,40430_pos,40430_pos
0.7986,18.01,8107_pos,9321_pos
0.8706,-194.071,3249_pos,8107_pos
0.9719,-362.208,35155_pos,35504_pos
1,0,35389_pos,35389_pos
0.954,0,53182_pos,53624_pos
0.914,-0.001,53182_pos,54851_pos
0.9263,0,53182_pos,54395_pos
0.9026,-44.026,26410_pos,28578_pos
0.8332,-88.053,25831_pos,28578_pos
0.882,44.026,28578_pos,28860_pos
0.9412,-44.026,28578_pos,28679_pos
0.8577,13.979,20215_pos,28578_pos
0.8609,-88.052,28578_pos,29351_pos
1,0,4953_pos,4953_pos
0.8454,15.995,39946_pos,43702_pos
0.9824,44.026,48760_pos,48815_pos
0.9765,-28.031,48815_pos,50941_pos
0.9854,44.026,48815_pos,48927_pos
0.9684,76.016,48815_pos,51745_pos
0.9747,15.995,48815_pos,50956_pos
0.9597,31.99,48815_pos,51729_pos
0.9712,60.021,48815_pos,50833_pos
0.9565,-12.036,48815_pos,51723_pos
0.9789,88.052,48644_pos,48815_pos
1,0,48280_pos,48280_pos
1,0,20779_pos,20779_pos
0.9586,0,30120_pos,33198_pos
1,0,5846_pos,5846_pos
0.9156,12.027,14429_pos,26504_pos
0.8865,-14.016,10324_pos,26504_pos
0.8951,-40.052,26504_pos,28111_pos
0.9457,-28.031,26504_pos,41302_pos
0.8995,-2.966,6238_pos,26504_pos
0.9391,-17.966,1404_pos,26504_pos
0.9006,-40.057,26504_pos,28836_pos
1,0,41233_pos,41233_pos
1,0,41733_pos,41733_pos
0.9076,0,13011_pos,22866_pos
0.8375,-14.016,6525_pos,8672_pos
0.7891,-14.016,6265_pos,6525_pos
0.8945,0,15703_pos,19153_pos
0.8003,88.052,48958_pos,49094_pos
0.8071,44.026,48958_pos,49032_pos
0.9193,-28.031,14244_pos,28356_pos
0.9125,16.031,14244_pos,15701_pos
1,0,91_pos,91_pos
1,0,15102_pos,15102_pos
0.8807,-140.156,33140_pos,51599_pos
0.8719,-140.156,51470_pos,51599_pos
0.9527,-84.094,50397_pos,51599_pos
0.8732,-58.078,50152_pos,51599_pos
0.8675,-58.078,48411_pos,51599_pos
0.9589,0,51599_pos,52029_pos
0.9486,-70.078,50499_pos,51599_pos
0.9518,0,51047_pos,51599_pos
0.9076,-44.027,18980_pos,20324_pos
0.9372,0.017,38941_pos,45378_pos
0.8176,15.995,32242_pos,36600_pos
0.9222,-232.131,38963_pos,45423_pos
0.9294,-160.109,41177_pos,45423_pos
0.9426,-0.037,45423_pos,46326_pos
0.9284,-174.089,41375_pos,45423_pos
0.9672,-58.042,44131_pos,45423_pos
0.9356,-14.016,45423_pos,46699_pos
0.9202,-102.067,43178_pos,45423_pos
0.9259,-174.125,40278_pos,45423_pos
0.9253,-58.079,45423_pos,47311_pos
0.8358,176.103,50733_pos,55075_pos
0.8349,45.968,31061_pos,50733_pos
0.8046,44.028,50733_pos,50854_pos
0.9625,1.924,37118_pos,50394_pos
0.9673,-0.036,50394_pos,51351_pos
0.9675,-7.02,6157_pos,50394_pos
0.9515,0,43695_pos,46376_pos
0.934,60.021,42400_pos,43695_pos
0.941,-13.979,21603_pos,23557_pos
0.9575,-58.042,23557_pos,27316_pos
0.9584,-58.042,18967_pos,23557_pos
0.8532,-116.083,15107_pos,23557_pos
0.8527,-200.178,2571_pos,23557_pos
0.9482,-116.088,13366_pos,23557_pos
0.9334,-174.126,9577_pos,23557_pos
0.8997,-232.168,5459_pos,23557_pos
0.9242,-116.084,23557_pos,31186_pos
0.9278,-14.016,7320_pos,13523_pos
0.9606,0,35376_pos,36817_pos
0.964,3.994,35230_pos,35376_pos
0.7559,-0.102,35376_pos,36056_pos
0.7619,88.052,48036_pos,48126_pos
0.8016,0,50816_pos,51622_pos
0.8606,0,7621_pos,12186_pos
1,0,33981_pos,33981_pos
1,0,39967_pos,39967_pos
1,0,39847_pos,39847_pos
0.7844,-44.014,3822_pos,4416_pos
0.9807,-0.011,3216_pos,3822_pos
