cosine_score,mass_difference,node1,node2
0.7857,-18.001,14613_pos,15829_pos
0.9043,-71.054,49417_pos,51172_pos
0.8693,-13.012,49417_pos,51697_pos
0.8769,-73.061,46603_pos,49417_pos
1,0,46092_pos,46092_pos
1,0,4340_pos,4340_pos
0.9285,-72.057,46077_pos,48310_pos
0.9656,-0.036,46077_pos,46872_pos
1,0,47004_pos,47004_pos
1,0,2498_pos,2498_pos
1,0,21795_pos,21795_pos
0.9765,104.047,51182_pos,51805_pos
0.9201,0,8391_pos,14750_pos
1,0,48175_pos,48175_pos
0.7226,35.975,20815_pos,24860_pos
0.7269,-0.039,20948_pos,24860_pos
1,0,40513_pos,40513_pos
0.9234,-220.133,3138_pos,8324_pos
0.9415,1.032,7226_pos,8324_pos
0.7621,185.073,2858_pos,3265_pos
1,0,50966_pos,50966_pos
0.9144,-221.164,3138_pos,7226_pos
0.9399,-61.053,3138_pos,4488_pos
0.9204,-45.029,3138_pos,4589_pos
1,0,36906_pos,36906_pos
0.9319,17.026,8057_pos,8332_pos
0.9019,-30.047,8057_pos,8118_pos
0.9561,0,7081_pos,8057_pos
0.789,0.036,1936_pos,1997_pos
1,0,9642_pos,9642_pos
0.8232,-2.016,2808_pos,4068_pos
0.9114,-132.079,8681_pos,11791_pos
1,0,12708_pos,12708_pos
1,0,6949_pos,6949_pos
0.8607,-0.054,35887_pos,37475_pos
1,0,26993_pos,26993_pos
0.7047,-14.015,46201_pos,47769_pos
1,0,8787_pos,8787_pos
1,0,40118_pos,40118_pos
1,0,12770_pos,12770_pos
1,0,24378_pos,24378_pos
1,0,20507_pos,20507_pos
0.9227,0,30121_pos,36009_pos
0.9714,-44.026,28502_pos,29243_pos
0.8737,0,1320_pos,2309_pos
1,0,14441_pos,14441_pos
0.84,-28.028,42922_pos,45193_pos
1,0,50126_pos,50126_pos
0.8769,-88.053,13837_pos,14874_pos
0.8877,-26.016,12121_pos,14874_pos
1,0,26770_pos,26770_pos
0.8856,-352.211,17707_pos,26640_pos
0.9464,-132.08,17707_pos,22327_pos
0.9618,-44.028,17707_pos,19833_pos
1,0,20561_pos,20561_pos
0.9641,-132.079,4831_pos,8575_pos
1,0,9440_pos,9440_pos
0.9487,17.027,44282_pos,44305_pos
0.9834,-58.042,42360_pos,44282_pos
0.9811,-174.126,37812_pos,44282_pos
0.945,-41.015,44282_pos,45810_pos
1,0,48621_pos,48621_pos
0.8358,73.089,5772_pos,7063_pos
1,0,13524_pos,13524_pos
1,0,50035_pos,50035_pos
0.9225,0.008,17573_pos,33520_pos
1,0,11698_pos,11698_pos
0.9674,132.079,45409_pos,45444_pos
0.9613,176.105,45409_pos,45522_pos
1,0,35780_pos,35780_pos
0.9741,-249.194,27347_pos,41675_pos
0.9774,-174.125,32729_pos,41675_pos
0.9221,-28.031,48557_pos,49472_pos
1,0,17398_pos,17398_pos
1,0,8996_pos,8996_pos
1,0,45137_pos,45137_pos
1,0,28369_pos,28369_pos
1,0,30301_pos,30301_pos
1,0,7643_pos,7643_pos
1,0,43038_pos,43038_pos
0.9511,-44.026,40873_pos,40915_pos
1,0,34820_pos,34820_pos
0.7834,-40.031,49028_pos,50802_pos
0.9538,-44.026,6589_pos,6668_pos
0.9106,149.105,49360_pos,49569_pos
0.8335,-44.026,24146_pos,24582_pos
0.9259,58.005,6667_pos,8943_pos
0.9622,0,52577_pos,54721_pos
0.9627,0,54019_pos,54721_pos
0.9567,0,53781_pos,54721_pos
1,0,3766_pos,3766_pos
1,0,33478_pos,33478_pos
1,0,12091_pos,12091_pos
1,0,13655_pos,13655_pos
0.9278,-116.083,33356_pos,39806_pos
0.9385,-174.125,33356_pos,42698_pos
0.919,17.027,34990_pos,35154_pos
0.8333,0.036,34990_pos,35714_pos
0.7823,-110.036,36140_pos,48201_pos
0.7463,-172.073,46201_pos,48201_pos
0.9095,-217.131,44121_pos,48201_pos
0.8739,0,6918_pos,18984_pos
1,0,50743_pos,50743_pos
0.9635,-44.026,32441_pos,32645_pos
1,0,24864_pos,24864_pos
1,0,26551_pos,26551_pos
1,0,1157_pos,1157_pos
1,0,41473_pos,41473_pos
1,0,28626_pos,28626_pos
1,0,27949_pos,27949_pos
0.9062,0,17422_pos,25821_pos
1,0,7270_pos,7270_pos
1,0,18783_pos,18783_pos
1,0,2028_pos,2028_pos
0.9663,0,45426_pos,47985_pos
0.9677,-14.016,46491_pos,47985_pos
0.9726,-14.016,47985_pos,49688_pos
1,0,6571_pos,6571_pos
0.9771,-116.084,40257_pos,43523_pos
1,0,2872_pos,2872_pos
1,0,39996_pos,39996_pos
1,0,50280_pos,50280_pos
1,0,1030_pos,1030_pos
1,0,44156_pos,44156_pos
1,0,38131_pos,38131_pos
1,0,54473_pos,54473_pos
1,0,34077_pos,34077_pos
1,0,1358_pos,1358_pos
1,0,44532_pos,44532_pos
1,0,32351_pos,32351_pos
1,0,15130_pos,15130_pos
0.7588,-362.158,29512_pos,39975_pos
0.7539,-190.084,29512_pos,31530_pos
0.7498,-276.121,29512_pos,36542_pos
0.7948,-58.042,4115_pos,7109_pos
0.8638,-2.016,39848_pos,41871_pos
0.954,-0.1,41403_pos,41871_pos
1,0,42082_pos,42082_pos
1,0,44968_pos,44968_pos
0.9448,-56.062,45832_pos,50739_pos
0.8224,-84.094,39873_pos,50739_pos
0.8713,88.052,49409_pos,49533_pos
0.8318,-111.029,4658_pos,6842_pos
1,0,49074_pos,49074_pos
1,0,6083_pos,6083_pos
1,0,4372_pos,4372_pos
0.9359,148.038,54708_pos,54884_pos
0.9383,0,54708_pos,54899_pos
0.9482,-222.056,51804_pos,54708_pos
0.8019,19.014,10820_pos,10983_pos
0.9289,-15.995,48373_pos,52864_pos
1,0,22764_pos,22764_pos
0.9091,-132.079,15333_pos,17417_pos
0.9057,-88.053,15333_pos,16597_pos
1,0,50069_pos,50069_pos
0.8583,62.037,12121_pos,13837_pos
1,0,41341_pos,41341_pos
0.7325,-6.94,9277_pos,9760_pos
1,0,14633_pos,14633_pos
1,0,35114_pos,35114_pos
1,0,37786_pos,37786_pos
0.8702,-14.016,13886_pos,14970_pos
0.7093,-46.005,56_pos,2066_pos
0.9577,0.036,17193_pos,19866_pos
1,0,15579_pos,15579_pos
1,0,14740_pos,14740_pos
1,0,15176_pos,15176_pos
1,0,11354_pos,11354_pos
0.8204,-44.026,17604_pos,19138_pos
0.8026,-132.115,11828_pos,19138_pos
0.7329,-44.026,19138_pos,21210_pos
0.9426,0,52978_pos,53600_pos
0.936,-72.021,46872_pos,48310_pos
0.8911,-44.026,21553_pos,22496_pos
0.9631,-190.084,14295_pos,16875_pos
0.9591,0,16875_pos,21212_pos
0.9215,-86.037,36542_pos,39975_pos
0.8956,-172.074,31530_pos,39975_pos
0.9108,14.016,15979_pos,20211_pos
0.991,125.015,7415_pos,7914_pos
1,0,41154_pos,41154_pos
1,0,39600_pos,39600_pos
1,0,25195_pos,25195_pos
0.8045,-44.026,26546_pos,26883_pos
0.7909,-44.026,22683_pos,26883_pos
1,0,24165_pos,24165_pos
0.9266,0.036,35367_pos,37808_pos
0.9797,44.026,44309_pos,44346_pos
0.9764,44.026,44346_pos,44382_pos
1,0,44129_pos,44129_pos
0.8609,-132.084,20042_pos,22898_pos
1,0,26873_pos,26873_pos
0.7521,-104.051,7823_pos,50059_pos
0.8566,-176.105,21739_pos,23971_pos
1,0,49515_pos,49515_pos
0.7426,-0.036,14465_pos,18629_pos
0.7136,-0.095,22158_pos,22242_pos
0.964,0.002,16509_pos,17314_pos
1,0,37145_pos,37145_pos
1,0,13060_pos,13060_pos
1,0,21224_pos,21224_pos
0.9265,0,36116_pos,41445_pos
1,0,1929_pos,1929_pos
1,0,43581_pos,43581_pos
1,0,26042_pos,26042_pos
1,0,41385_pos,41385_pos
1,0,39962_pos,39962_pos
1,0,35148_pos,35148_pos
1,0,1763_pos,1763_pos
1,0,1717_pos,1717_pos
0.9118,0,42274_pos,43860_pos
1,0,2854_pos,2854_pos
1,0,4682_pos,4682_pos
0.9349,0,42866_pos,45808_pos
0.7485,-12,1612_pos,2883_pos
0.9218,0,25632_pos,30776_pos
1,0,18752_pos,18752_pos
0.8983,-79.956,49109_pos,52583_pos
0.9498,0.001,49109_pos,53762_pos
0.8761,-70.078,45832_pos,49893_pos
0.8519,119.998,8023_pos,19743_pos
1,0,2316_pos,2316_pos
1,0,47012_pos,47012_pos
1,0,9571_pos,9571_pos
0.8,-9.984,34588_pos,43134_pos
1,0,2980_pos,2980_pos
1,0,41944_pos,41944_pos
1,0,10233_pos,10233_pos
1,0,47655_pos,47655_pos
0.9179,30.011,50968_pos,51402_pos
0.9134,-58.042,50968_pos,51268_pos
1,0,13472_pos,13472_pos
1,0,11773_pos,11773_pos
0.8067,41.027,8217_pos,11034_pos
0.7531,-14.016,4407_pos,8217_pos
0.9605,-16.031,1_pos,55503_pos
0.9556,24.995,51433_pos,55503_pos
0.9576,24.995,50492_pos,55503_pos
0.9574,-190.084,14295_pos,21212_pos
0.8448,18.022,15155_pos,43134_pos
1,0,41099_pos,41099_pos
1,0,12377_pos,12377_pos
1,0,18112_pos,18112_pos
1,0,4902_pos,4902_pos
0.9811,44.026,9191_pos,13845_pos
0.9558,0,24405_pos,26781_pos
1,0,45467_pos,45467_pos
0.9886,0,52697_pos,54716_pos
1,0,6282_pos,6282_pos
1,0,6147_pos,6147_pos
1,0,45363_pos,45363_pos
1,0,47836_pos,47836_pos
0.9685,-44.026,8575_pos,9554_pos
0.9702,-75.068,27347_pos,32729_pos
1,0,22455_pos,22455_pos
1,0,48703_pos,48703_pos
0.9585,-88.053,31121_pos,32560_pos
0.8106,102.032,11823_pos,15209_pos
1,0,47088_pos,47088_pos
1,0,31525_pos,31525_pos
1,0,42177_pos,42177_pos
0.9794,348.192,38227_pos,38321_pos
1,0,55356_pos,55356_pos
1,0,9325_pos,9325_pos
1,0,13294_pos,13294_pos
0.9057,42.047,839_pos,2217_pos
0.9503,-130.099,39486_pos,45032_pos
1,0,15931_pos,15931_pos
1,0,5591_pos,5591_pos
1,0,8434_pos,8434_pos
0.9248,0,40927_pos,46925_pos
0.9383,0.025,14521_pos,15197_pos
0.9885,-44.026,7219_pos,8546_pos
0.9855,-88.052,7219_pos,9753_pos
0.9666,-58.042,39806_pos,42698_pos
0.9294,-88.053,21767_pos,23640_pos
0.947,8.097,19351_pos,21767_pos
1,0,42163_pos,42163_pos
1,0,8980_pos,8980_pos
1,0,10821_pos,10821_pos
0.8202,-14.016,3451_pos,5041_pos
1,0,6906_pos,6906_pos
1,0,37023_pos,37023_pos
1,0,2609_pos,2609_pos
0.9668,-88.053,25115_pos,28490_pos
0.9739,44.027,48900_pos,50066_pos
0.8553,-17.027,46532_pos,46603_pos
1,0,49864_pos,49864_pos
1,0,465_pos,465_pos
0.8514,0,45130_pos,49747_pos
1,0,7413_pos,7413_pos
1,0,3664_pos,3664_pos
0.9259,0,33350_pos,39177_pos
0.9496,27,29619_pos,30346_pos
0.9571,44.026,29582_pos,30346_pos
0.9691,30.01,45426_pos,49805_pos
1,0,49851_pos,49851_pos
1,0,38265_pos,38265_pos
1,0,32561_pos,32561_pos
1,0,25263_pos,25263_pos
0.8295,2.016,32828_pos,34655_pos
0.9187,44.026,48953_pos,49063_pos
0.9377,61.053,48954_pos,49063_pos
1,0,37833_pos,37833_pos
1,0,44937_pos,44937_pos
1,0,12208_pos,12208_pos
0.9512,-27.995,3070_pos,3459_pos
1,0,480_pos,480_pos
0.9784,0.036,27812_pos,28271_pos
0.9433,-0.036,22703_pos,27812_pos
0.9359,-0.036,25984_pos,27812_pos
0.9294,0,7557_pos,9861_pos
0.8463,-32.026,36174_pos,42618_pos
1,0,49964_pos,49964_pos
0.9714,220.136,4090_pos,4958_pos
0.9784,-132.079,8546_pos,11999_pos
0.9798,-88.053,9753_pos,11999_pos
0.9495,0,35140_pos,36729_pos
1,0,43744_pos,43744_pos
1,0,5921_pos,5921_pos
1,0,40449_pos,40449_pos
1,0,40660_pos,40660_pos
1,0,11489_pos,11489_pos
0.9638,16.031,12365_pos,15830_pos
0.8022,-132.078,18700_pos,21118_pos
0.7925,35.003,18700_pos,19050_pos
0.9575,0,53782_pos,54693_pos
1,0,12633_pos,12633_pos
0.8838,77.027,4076_pos,14368_pos
1,0,14693_pos,14693_pos
0.8728,-44.026,3654_pos,4589_pos
1,0,46215_pos,46215_pos
0.9572,-220.131,9757_pos,15138_pos
0.973,-88.053,9757_pos,11993_pos
0.9762,-88.052,7327_pos,10514_pos
0.9797,-28.031,8340_pos,10514_pos
0.9787,15.995,9178_pos,10514_pos
1,0,2193_pos,2193_pos
1,0,36383_pos,36383_pos
1,0,41258_pos,41258_pos
1,0,40073_pos,40073_pos
0.8654,-56.026,2238_pos,9267_pos
1,0,8174_pos,8174_pos
1,0,26576_pos,26576_pos
1,0,10796_pos,10796_pos
0.9236,-88.053,52577_pos,54693_pos
0.8343,-14.02,20202_pos,25212_pos
1,0,2760_pos,2760_pos
1,0,966_pos,966_pos
1,0,32247_pos,32247_pos
1,0,32899_pos,32899_pos
0.9312,-116.08,5459_pos,13366_pos
0.9172,-232.172,13366_pos,31186_pos
1,0,10596_pos,10596_pos
1,0,39142_pos,39142_pos
0.8836,0,19327_pos,22529_pos
0.9751,0,47381_pos,49957_pos
0.9146,12,46806_pos,47381_pos
1,0,11551_pos,11551_pos
0.9277,0,30966_pos,32429_pos
1,0,30718_pos,30718_pos
1,0,41053_pos,41053_pos
0.7928,-173.935,14089_pos,41706_pos
0.855,0,14089_pos,16357_pos
0.9591,-44.027,53192_pos,53629_pos
1,0,19276_pos,19276_pos
0.8622,-28.031,15542_pos,29308_pos
1,0,50258_pos,50258_pos
0.9598,-0.001,10324_pos,11667_pos
1,0,23943_pos,23943_pos
1,0,8029_pos,8029_pos
1,0,11194_pos,11194_pos
0.9048,-58.042,47775_pos,48415_pos
0.8821,-14.016,48236_pos,48415_pos
0.914,-116.084,47814_pos,48415_pos
1,0,21382_pos,21382_pos
1,0,35965_pos,35965_pos
0.8826,58.042,47775_pos,47814_pos
1,0,11359_pos,11359_pos
0.7645,2.015,10195_pos,27634_pos
1,0,8071_pos,8071_pos
1,0,22804_pos,22804_pos
1,0,40398_pos,40398_pos
1,0,42943_pos,42943_pos
0.9201,-29.993,1404_pos,14429_pos
0.875,-44.026,47409_pos,47728_pos
1,0,551_pos,551_pos
0.8927,0,53427_pos,54870_pos
1,0,7793_pos,7793_pos
1,0,33542_pos,33542_pos
1,0,49765_pos,49765_pos
0.9412,-0.118,2237_pos,2419_pos
1,0,47851_pos,47851_pos
1,0,35898_pos,35898_pos
1,0,499_pos,499_pos
1,0,26689_pos,26689_pos
0.8556,88.053,32443_pos,32816_pos
0.7361,105.079,32443_pos,32862_pos
1,0,8377_pos,8377_pos
1,0,47612_pos,47612_pos
1,0,38633_pos,38633_pos
1,0,28347_pos,28347_pos
0.9682,-72.057,32729_pos,40257_pos
0.9571,0,1413_pos,55500_pos
0.7094,95.952,11849_pos,19568_pos
0.8866,-27.995,11851_pos,22846_pos
0.8226,-15.995,7848_pos,12982_pos
1,0,243_pos,243_pos
1,0,41592_pos,41592_pos
1,0,24525_pos,24525_pos
1,0,3583_pos,3583_pos
0.9494,-116.083,49125_pos,50929_pos
0.9455,-12.036,49125_pos,51687_pos
0.9022,-78.016,5025_pos,10701_pos
1,0,45182_pos,45182_pos
0.9344,0,26139_pos,29620_pos
1,0,462_pos,462_pos
0.9275,-160.11,48972_pos,50736_pos
1,0,34773_pos,34773_pos
1,0,28074_pos,28074_pos
1,0,18904_pos,18904_pos
1,0,815_pos,815_pos
1,0,3311_pos,3311_pos
0.8779,191.929,324_pos,415_pos
1,0,401_pos,401_pos
0.8796,36.014,20815_pos,20948_pos
0.8112,-17.027,20815_pos,24390_pos
1,0,1559_pos,1559_pos
0.9749,-17.027,24760_pos,25115_pos
0.965,-114.068,32227_pos,32441_pos
0.9672,-106.063,30274_pos,32227_pos
1,0,2406_pos,2406_pos
1,0,26727_pos,26727_pos
1,0,9686_pos,9686_pos
1,0,1408_pos,1408_pos
0.9624,0,53781_pos,54019_pos
0.9642,0,52577_pos,53781_pos
0.867,88.047,49609_pos,50283_pos
0.9228,-3.929,952_pos,26253_pos
0.9294,-5.993,15701_pos,26253_pos
1,0,31097_pos,31097_pos
1,0,29251_pos,29251_pos
1,0,4160_pos,4160_pos
1,0,28779_pos,28779_pos
0.9747,0,52577_pos,54019_pos
0.9239,44.026,52577_pos,54488_pos
1,0,42174_pos,42174_pos
1,0,23940_pos,23940_pos
0.8357,15.995,5774_pos,11034_pos
0.7408,15.995,5774_pos,9316_pos
0.7461,0,5774_pos,20211_pos
0.8178,15.995,39312_pos,43325_pos
0.9184,-0.984,43998_pos,47008_pos
1,0,14778_pos,14778_pos
1,0,55147_pos,55147_pos
1,0,42758_pos,42758_pos
1,0,51375_pos,51375_pos
1,0,31719_pos,31719_pos
1,0,14020_pos,14020_pos
1,0,42807_pos,42807_pos
1,0,36691_pos,36691_pos
0.8581,-116.084,13717_pos,27485_pos
0.8572,13.979,27485_pos,37115_pos
0.8506,-58.042,20965_pos,27485_pos
1,0,7966_pos,7966_pos
0.9516,-41.027,1_pos,51433_pos
1,0,467_pos,467_pos
1,0,26296_pos,26296_pos
1,0,54027_pos,54027_pos
1,0,52050_pos,52050_pos
1,0,29570_pos,29570_pos
0.8417,77.073,3037_pos,5025_pos
1,0,8431_pos,8431_pos
0.985,44.026,51138_pos,51182_pos
0.9848,15.995,48742_pos,51182_pos
1,0,20025_pos,20025_pos
1,0,11995_pos,11995_pos
0.9228,-28.031,51827_pos,52116_pos
0.9203,105.079,51827_pos,51839_pos
0.969,0,23249_pos,35616_pos
0.9205,-44.026,2083_pos,2565_pos
1,0,15064_pos,15064_pos
0.9213,-58.042,47927_pos,48710_pos
1,0,39303_pos,39303_pos
1,0,45239_pos,45239_pos
1,0,25036_pos,25036_pos
1,0,14816_pos,14816_pos
1,0,4766_pos,4766_pos
0.7947,-14.016,2191_pos,2937_pos
1,0,11668_pos,11668_pos
1,0,40015_pos,40015_pos
1,0,3548_pos,3548_pos
1,0,30016_pos,30016_pos
0.9826,-44.026,10004_pos,10870_pos
0.9844,-88.053,9178_pos,10870_pos
0.7855,2.016,40865_pos,41619_pos
0.9474,-14.015,8082_pos,10475_pos
0.9678,-14.016,1924_pos,3893_pos
1,0,20378_pos,20378_pos
1,0,7151_pos,7151_pos
1,0,23013_pos,23013_pos
0.9474,-44.026,16597_pos,17417_pos
1,0,47740_pos,47740_pos
0.8426,-44.026,29001_pos,29690_pos
1,0,934_pos,934_pos
1,0,5793_pos,5793_pos
1,0,7211_pos,7211_pos
0.8633,-58.006,31403_pos,32168_pos
1,0,1764_pos,1764_pos
1,0,35480_pos,35480_pos
1,0,45995_pos,45995_pos
1,0,43387_pos,43387_pos
0.7863,-102.105,13717_pos,37115_pos
0.8027,-44.062,20965_pos,37115_pos
1,0,47715_pos,47715_pos
1,0,13202_pos,13202_pos
1,0,2780_pos,2780_pos
0.8063,-241.906,329_pos,359_pos
1,0,16681_pos,16681_pos
0.9685,88.052,44309_pos,44382_pos
0.9422,-2.003,4060_pos,4346_pos
1,0,39727_pos,39727_pos
0.8694,-75.047,37139_pos,46835_pos
0.9432,0.036,18673_pos,21151_pos
1,0,44855_pos,44855_pos
0.9346,2.015,23492_pos,26923_pos
1,0,3082_pos,3082_pos
1,0,48505_pos,48505_pos
1,0,14554_pos,14554_pos
1,0,1162_pos,1162_pos
1,0,4751_pos,4751_pos
1,0,40055_pos,40055_pos
0.9867,-44.026,8546_pos,9753_pos
1,0,32950_pos,32950_pos
0.9771,1.003,7303_pos,7914_pos
1,0,23719_pos,23719_pos
1,0,32243_pos,32243_pos
1,0,31489_pos,31489_pos
1,0,6704_pos,6704_pos
0.7964,-16.99,35154_pos,35714_pos
1,0,17141_pos,17141_pos
1,0,2898_pos,2898_pos
1,0,47150_pos,47150_pos
1,0,36588_pos,36588_pos
1,0,3465_pos,3465_pos
1,0,9626_pos,9626_pos
0.7687,-44.026,41254_pos,41343_pos
0.8821,2.016,15467_pos,22200_pos
0.922,-42.01,16389_pos,22200_pos
0.7326,15.995,43424_pos,47038_pos
1,0,35070_pos,35070_pos
0.953,-55.031,51172_pos,51785_pos
1,0,35003_pos,35003_pos
1,0,27255_pos,27255_pos
0.7885,16.031,4068_pos,9324_pos
0.969,0.038,10349_pos,41119_pos
1,0,12103_pos,12103_pos
1,0,44688_pos,44688_pos
0.8536,17.026,32816_pos,32862_pos
0.9789,-116.084,37812_pos,42360_pos
1,0,801_pos,801_pos
1,0,51200_pos,51200_pos
1,0,14671_pos,14671_pos
1,0,32202_pos,32202_pos
0.9561,0,53629_pos,54036_pos
0.8509,-132.079,28021_pos,30141_pos
1,0,33375_pos,33375_pos
1,0,39979_pos,39979_pos
0.8555,15.995,18863_pos,32097_pos
1,0,54375_pos,54375_pos
1,0,36851_pos,36851_pos
0.9111,-179.116,2565_pos,4496_pos
1,0,37612_pos,37612_pos
1,0,45614_pos,45614_pos
1,0,32059_pos,32059_pos
1,0,12318_pos,12318_pos
0.9566,0,22703_pos,28271_pos
0.943,0,22703_pos,25984_pos
0.7384,-44.026,49162_pos,49232_pos
1,0,32694_pos,32694_pos
1,0,48493_pos,48493_pos
0.8219,-44.026,25831_pos,26410_pos
1,0,40952_pos,40952_pos
1,0,19350_pos,19350_pos
0.9129,0,24003_pos,31641_pos
1,0,40894_pos,40894_pos
1,0,54847_pos,54847_pos
0.9204,-30.047,7081_pos,8118_pos
1,0,46758_pos,46758_pos
0.775,-76.235,41689_pos,41743_pos
0.7872,-0.227,41706_pos,41743_pos
1,0,35220_pos,35220_pos
0.8232,-116.083,2133_pos,2366_pos
0.8317,0,25701_pos,33909_pos
0.9758,0,50492_pos,51433_pos
1,0,16330_pos,16330_pos
0.8551,-14.016,47595_pos,48940_pos
1,0,18692_pos,18692_pos
1,0,6500_pos,6500_pos
1,0,47044_pos,47044_pos
0.9043,-220.131,22327_pos,26640_pos
0.9615,-88.052,19833_pos,22327_pos
0.9036,-26.016,19347_pos,34862_pos
1,0,23028_pos,23028_pos
0.903,-308.183,19833_pos,26640_pos
0.7328,-53.041,20948_pos,24390_pos
1,0,12947_pos,12947_pos
1,0,31592_pos,31592_pos
1,0,12299_pos,12299_pos
1,0,43935_pos,43935_pos
1,0,12864_pos,12864_pos
0.8332,1.979,43471_pos,46059_pos
1,0,50100_pos,50100_pos
1,0,24941_pos,24941_pos
0.8297,15.995,15994_pos,26030_pos
0.7785,15.995,15994_pos,24358_pos
1,0,6004_pos,6004_pos
0.8039,-0.002,5463_pos,14974_pos
1,0,49726_pos,49726_pos
1,0,4103_pos,4103_pos
0.8475,-14.016,27746_pos,29001_pos
1,0,36031_pos,36031_pos
0.8993,-8.95,308_pos,415_pos
1,0,13152_pos,13152_pos
0.7375,-14.014,8427_pos,12710_pos
0.93,-176.105,47727_pos,48443_pos
1,0,48976_pos,48976_pos
0.9814,-44.026,8340_pos,9178_pos
0.9686,0,52706_pos,54488_pos
0.9199,-44.027,52706_pos,54019_pos
1,0,42725_pos,42725_pos
1,0,15864_pos,15864_pos
1,0,28534_pos,28534_pos
1,0,13731_pos,13731_pos
1,0,9113_pos,9113_pos
1,0,29729_pos,29729_pos
1,0,22865_pos,22865_pos
0.9169,-56.063,48174_pos,50443_pos
0.8019,-227.143,12440_pos,19128_pos
1,0,10321_pos,10321_pos
1,0,14071_pos,14071_pos
0.887,-348.252,5459_pos,31186_pos
0.8272,107.095,36140_pos,44121_pos
1,0,1949_pos,1949_pos
0.7458,-45.988,15404_pos,16068_pos
1,0,47058_pos,47058_pos
0.8378,0,7848_pos,46835_pos
1,0,24773_pos,24773_pos
1,0,46676_pos,46676_pos
1,0,27200_pos,27200_pos
0.7603,-12,45331_pos,48821_pos
0.7239,46.005,33643_pos,45331_pos
1,0,22512_pos,22512_pos
1,0,46594_pos,46594_pos
1,0,10378_pos,10378_pos
0.8785,-14.016,1570_pos,6173_pos
0.7021,-27.995,1570_pos,2544_pos
1,0,54028_pos,54028_pos
1,0,4238_pos,4238_pos
0.8772,0.036,12847_pos,17216_pos
0.9582,17.026,29582_pos,29619_pos
1,0,4055_pos,4055_pos
0.9636,132.079,47169_pos,47375_pos
0.9705,44.026,47375_pos,47481_pos
0.9528,-220.131,45160_pos,45444_pos
0.9588,-176.105,45160_pos,45522_pos
1,0,45536_pos,45536_pos
1,0,9152_pos,9152_pos
1,0,39305_pos,39305_pos
0.9186,12,46806_pos,49957_pos
1,0,54713_pos,54713_pos
0.8812,-58.042,10179_pos,12036_pos
1,0,24333_pos,24333_pos
0.9293,17.026,7081_pos,8332_pos
0.9518,0,27058_pos,28889_pos
0.936,-218.131,27058_pos,36544_pos
1,0,18719_pos,18719_pos
1,0,28636_pos,28636_pos
0.7447,0,9316_pos,11034_pos
1,0,52072_pos,52072_pos
0.8438,-25.02,41_pos,1242_pos
0.8822,14.016,33342_pos,44170_pos
1,0,43220_pos,43220_pos
1,0,37781_pos,37781_pos
1,0,11704_pos,11704_pos
1,0,4105_pos,4105_pos
1,0,42602_pos,42602_pos
1,0,3762_pos,3762_pos
1,0,13328_pos,13328_pos
1,0,1188_pos,1188_pos
1,0,46562_pos,46562_pos
0.7954,0,51903_pos,52237_pos
1,0,33933_pos,33933_pos
1,0,41279_pos,41279_pos
1,0,3846_pos,3846_pos
0.9733,44.026,49688_pos,49805_pos
0.8354,17.974,36821_pos,47466_pos
0.8728,0,45677_pos,47466_pos
0.9017,-17.027,14606_pos,15367_pos
1,0,49696_pos,49696_pos
0.9137,0,12269_pos,14549_pos
1,0,3047_pos,3047_pos
0.8921,-132.079,29339_pos,32072_pos
0.7507,-42.047,28749_pos,42343_pos
1,0,30683_pos,30683_pos
1,0,15652_pos,15652_pos
1,0,24488_pos,24488_pos
1,0,46220_pos,46220_pos
1,0,26338_pos,26338_pos
1,0,34847_pos,34847_pos
1,0,32768_pos,32768_pos
1,0,4911_pos,4911_pos
1,0,9520_pos,9520_pos
0.8651,0,38486_pos,43293_pos
1,0,6991_pos,6991_pos
0.8278,0,38335_pos,39873_pos
1,0,24129_pos,24129_pos
1,0,26885_pos,26885_pos
1,0,34287_pos,34287_pos
1,0,41652_pos,41652_pos
1,0,6243_pos,6243_pos
1,0,9471_pos,9471_pos
1,0,21439_pos,21439_pos
1,0,34237_pos,34237_pos
1,0,7796_pos,7796_pos
1,0,55459_pos,55459_pos
1,0,41932_pos,41932_pos
1,0,11800_pos,11800_pos
1,0,6033_pos,6033_pos
1,0,43167_pos,43167_pos
0.9264,-174.126,42804_pos,46699_pos
1,0,32813_pos,32813_pos
1,0,20690_pos,20690_pos
0.812,235.179,49567_pos,50273_pos
1,0,45249_pos,45249_pos
1,0,44124_pos,44124_pos
0.973,176.105,49048_pos,49687_pos
0.9694,-44.026,19351_pos,24130_pos
0.9197,0,12849_pos,19347_pos
1,0,41996_pos,41996_pos
0.7269,-88.052,17604_pos,21210_pos
1,0,12580_pos,12580_pos
1,0,47605_pos,47605_pos
1,0,40622_pos,40622_pos
0.8122,-88.089,11828_pos,17604_pos
1,0,20650_pos,20650_pos
0.8382,-58.042,13717_pos,20965_pos
1,0,6917_pos,6917_pos
1,0,10077_pos,10077_pos
1,0,25138_pos,25138_pos
1,0,21922_pos,21922_pos
1,0,40503_pos,40503_pos
1,0,40579_pos,40579_pos
1,0,15363_pos,15363_pos
0.9825,-44.026,9178_pos,10004_pos
1,0,4127_pos,4127_pos
0.9268,0,26561_pos,29051_pos
1,0,13640_pos,13640_pos
1,0,37212_pos,37212_pos
0.9618,-8.943,6157_pos,39117_pos
0.9284,-14.016,28271_pos,30698_pos
